Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Bwd Byts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Binary,Timestamp
192.168.3.4-192.168.3.6-11311-53108-6,192.168.3.4,11311,192.168.3.6,53108,6,364,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5494.505495,364.0,0.0,364,364,0,0.0,0.0,0,0,364,364.0,0.0,364,364,0,0,64,0.0,5494.505495,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1692101280
192.168.3.4-192.168.3.6-11311-54834-6,192.168.3.6,54834,192.168.3.4,11311,6,3964,5,5,60,30,30,0,12.0,16.43167673,30,0,6.0,13.41640786,22704.33905,2522.704339,440.4444444,741.3197878,2301,0,3406,851.5,1249.632613,2648,0,2862,715.5,1065.152415,2301,1,0,160,176,1261.35217,1261.35217,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,12.0,6.0,0,0,5,60,5,30,-1,507,2,0.0,0.0,0,0,0.0,0.0,0,0,0,1689172800
192.168.3.6-192.168.3.7-39854-11111-6,192.168.3.7,11111,192.168.3.6,39854,6,965215,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.072077206,965215.0,0.0,965215,965215,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,1.036038603,1.036038603,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,0,0,1,0,1,0,-1,181,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1688731920
192.168.3.4-192.168.3.6-11311-33462-6,192.168.3.4,11311,192.168.3.6,33462,6,383,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5221.932115,383.0,0.0,383,383,0,0.0,0.0,0,0,383,383.0,0.0,383,383,0,0,64,0.0,5221.932115,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1689154140
192.168.3.4-192.168.3.6-11311-38984-6,192.168.3.6,38984,192.168.3.4,11311,6,3980,5,5,60,30,30,0,12.0,16.43167673,30,0,6.0,13.41640786,22613.06533,2512.562814,442.2222222,531.6356313,1487,1,3458,864.5,1395.631398,2924,1,3065,766.25,884.3812809,1576,1,0,160,176,1256.281407,1256.281407,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,12.0,6.0,0,0,5,60,5,30,-1,507,2,0.0,0.0,0,0,0.0,0.0,0,0,0,1689147060
192.168.3.4-192.168.3.6-59239-53360-6,192.168.3.6,53360,192.168.3.4,59239,6,1,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,64,0.0,2000000.0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1688736120
192.168.3.4-192.168.3.6-11311-40364-6,192.168.3.4,11311,192.168.3.6,40364,6,370,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5405.405405,370.0,0.0,370,370,0,0.0,0.0,0,0,370,370.0,0.0,370,370,0,0,64,0.0,5405.405405,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1689157920
192.168.3.6-192.168.3.10-44667-56804-6,192.168.3.10,56804,192.168.3.6,44667,6,4326,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,462.3208507,4326.0,0.0,4326,4326,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,231.1604253,231.1604253,0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,0,1,0,-1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1692104160
192.168.3.6-192.168.3.10-44667-34966-6,192.168.3.10,34966,192.168.3.6,44667,6,2609,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,766.5772327,2609.0,0.0,2609,2609,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,383.2886163,383.2886163,0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,0,1,0,-1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1692102360
192.168.3.4-192.168.3.6-11311-51270-6,192.168.3.4,11311,192.168.3.6,51270,6,333,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6006.006006,333.0,0.0,333,333,0,0.0,0.0,0,0,333,333.0,0.0,333,333,0,0,64,0.0,6006.006006,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1692104160
192.168.3.6-192.168.3.10-44667-42758-6,192.168.3.10,42758,192.168.3.6,44667,6,1441,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1387.925052,1441.0,0.0,1441,1441,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,693.962526,693.962526,0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,0,1,0,-1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1692102360
192.168.3.6-192.168.3.10-44667-34972-6,192.168.3.10,34972,192.168.3.6,44667,6,6946,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,287.9355024,6946.0,0.0,6946,6946,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,143.9677512,143.9677512,0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,0,1,0,-1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1692103620
192.168.3.4-192.168.3.6-11311-60300-6,192.168.3.6,60300,192.168.3.4,11311,6,4091,5,5,60,30,30,0,12.0,16.43167673,30,0,6.0,13.41640786,21999.51112,2444.390125,454.5555556,793.8581597,2434,1,3348,837.0,1338.162173,2808,1,3181,795.25,1147.200469,2434,1,0,160,176,1222.195062,1222.195062,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,12.0,6.0,0,0,5,60,5,30,-1,507,2,0.0,0.0,0,0,0.0,0.0,0,0,0,1689148200
192.168.3.4-192.168.3.6-11311-41438-6,192.168.3.6,41438,192.168.3.4,11311,6,165343,5,5,60,30,30,0,12.0,16.43167673,30,0,6.0,13.41640786,544.3230134,60.48033482,18371.44444,20928.41549,41387,0,85268,21317.0,41828.9781,84059,0,124558,31139.5,38212.34708,81077,1036,0,160,176,30.24016741,30.24016741,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,12.0,6.0,0,0,5,60,5,30,-1,507,2,0.0,0.0,0,0,0.0,0.0,0,0,0,1689149820
192.168.3.6-192.168.3.10-44667-58524-6,192.168.3.10,58524,192.168.3.6,44667,6,9270,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,215.7497303,9270.0,0.0,9270,9270,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,107.8748652,107.8748652,0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,0,1,0,-1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1692104160
192.168.3.4-192.168.3.6-11311-44624-6,192.168.3.6,44624,192.168.3.4,11311,6,5840,5,5,60,30,30,0,12.0,16.43167673,30,0,6.0,13.41640786,15410.9589,1712.328767,648.8888889,738.0246345,2321,2,3151,787.75,1102.535374,2422,4,5089,1272.25,958.7395806,2321,2,0,160,176,856.1643836,856.1643836,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,12.0,6.0,0,0,5,60,5,30,-1,507,2,0.0,0.0,0,0,0.0,0.0,0,0,0,1688740080
192.168.3.4-192.168.3.6-11311-46644-6,192.168.3.6,46644,192.168.3.4,11311,6,4430,5,5,60,30,30,0,12.0,16.43167673,30,0,6.0,13.41640786,20316.02709,2257.336343,492.2222222,572.5971048,1744,1,3697,924.25,1296.8766,2753,1,3213,803.25,774.1891995,1744,2,0,160,176,1128.668172,1128.668172,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,12.0,6.0,0,0,5,60,5,30,-1,507,2,0.0,0.0,0,0,0.0,0.0,0,0,0,1692105660
192.168.3.4-192.168.3.6-11311-36038-6,192.168.3.6,36038,192.168.3.4,11311,6,7422,5,5,60,30,30,0,12.0,16.43167673,30,0,6.0,13.41640786,12126.11156,1347.345729,824.6666667,970.0628846,2916,2,3153,788.25,1094.431778,2409,2,6668,1667.0,1040.039102,2916,370,0,160,176,673.6728645,673.6728645,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,12.0,6.0,0,0,5,60,5,30,-1,507,2,0.0,0.0,0,0,0.0,0.0,0,0,0,1688737260
192.168.3.4-192.168.3.6-11311-60490-6,192.168.3.4,11311,192.168.3.6,60490,6,1492,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1340.482574,1492.0,0.0,1492,1492,0,0.0,0.0,0,0,1492,1492.0,0.0,1492,1492,0,0,64,0.0,1340.482574,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1688740200
192.168.3.4-192.168.3.6-11311-44756-6,192.168.3.6,44756,192.168.3.4,11311,6,5275,5,5,60,30,30,0,12.0,16.43167673,30,0,6.0,13.41640786,17061.61137,1895.734597,586.1111111,655.337784,1798,1,2909,727.25,931.8230787,2095,4,4826,1206.5,713.8648331,1798,293,0,160,176,947.8672986,947.8672986,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,12.0,6.0,0,0,5,60,5,30,-1,507,2,0.0,0.0,0,0,0.0,0.0,0,0,0,1688740080
192.168.3.4-192.168.3.6-11311-33122-6,192.168.3.4,11311,192.168.3.6,33122,6,4651,4,6,30,60,30,0,7.5,15.0,30,0,10.0,15.49193338,19350.67727,2150.075253,516.7777778,753.1549936,2201,1,3865,1288.333333,1146.132773,2201,2,4651,930.2,1036.252238,2581,2,0,136,200,860.0301011,1290.045152,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,7.5,10.0,0,0,4,30,6,60,-1,501,1,0.0,0.0,0,0,0.0,0.0,0,0,0,1688739840
192.168.3.4-192.168.3.6-11311-54410-6,192.168.3.6,54410,192.168.3.4,11311,6,5425,5,5,60,30,30,0,12.0,16.43167673,30,0,6.0,13.41640786,16589.86175,1843.317972,602.7777778,798.7493001,2596,1,4079,1019.75,1519.81279,3282,2,4686,1171.5,981.2694159,2596,371,0,160,176,921.6589862,921.6589862,30,8.181818182,14.01298099,196.3636364,0,1,0,0,1,9.0,12.0,6.0,0,0,5,60,5,30,-1,507,2,0.0,0.0,0,0,0.0,0.0,0,0,0,1688736120
192.168.3.4-192.168.3.6-11311-43492-6,192.168.3.4,11311,192.168.3.6,43492,6,358,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5586.592179,358.0,0.0,358,358,0,0.0,0.0,0,0,358,358.0,0.0,358,358,0,0,64,0.0,5586.592179,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1688741820
192.168.3.4-192.168.3.6-11311-39874-6,192.168.3.4,11311,192.168.3.6,39874,6,4,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,64,0.0,500000.0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1689151440
192.168.3.4-192.168.3.6-11311-36256-6,192.168.3.4,11311,192.168.3.6,36256,6,373,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5361.930295,373.0,0.0,373,373,0,0.0,0.0,0,0,373,373.0,0.0,373,373,0,0,64,0.0,5361.930295,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1688733180
192.168.3.4-192.168.3.6-46781-57248-6,192.168.3.6,57248,192.168.3.4,46781,6,119981953,6591,6593,30,33000,30,0,0.004551661,0.369526509,30,0,5.005308661,0.448300153,275.2914015,109.8831922,9101.263218,12809.16252,206793,0,119981583,18206.61351,13228.40175,207163,1,119981583,18201.08965,13264.84965,206798,2,0,210912,210992,54.9332615,54.94993068,30,2.505119454,2.533990777,6.421109256,0,1,0,0,1,2.505309466,0.004551661,5.005308661,0,0,6591,30,6593,33000,-1,508,1,0.0,0.0,0,0,0.0,0.0,0,0,0,1689173280
192.168.3.4-192.168.3.6-34035-56884-6,192.168.3.6,56884,192.168.3.4,34035,6,61439763,1,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.065104418,20479921.0,35472258.51,61439757,3,0,0.0,0.0,0,0,61439763,30719881.5,43444468.81,61439760,3,0,32,96,0.016276104,0.048828313,0,0.0,0.0,0.0,0,0,0,1,3,0.0,0.0,0.0,0,0,1,0,3,0,-1,504,0,3.0,0.0,3,3,61439757.0,0.0,61439757,61439757,0,1688730000
192.168.3.4-192.168.3.6-11311-45100-6,192.168.3.4,11311,192.168.3.6,45100,6,357,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5602.240896,357.0,0.0,357,357,0,0.0,0.0,0,0,357,357.0,0.0,357,357,0,0,64,0.0,5602.240896,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1689172800
192.168.3.4-192.168.3.6-60365-56686-6,192.168.3.6,56686,192.168.3.4,60365,6,62016735,3,4,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.112872759,10336122.5,24765249.27,60884835,1,61448185,30724092.5,42653731.09,60884835,563350,62014164,20671388.0,35312988.2,61445995,1,0,96,128,0.04837404,0.06449872,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,0,0,3,0,4,0,-1,501,0,568550.0,0.0,568550,568550,60884835.0,0.0,60884835,60884835,0,1689156000
192.168.3.4-192.168.3.6-11311-48088-6,192.168.3.4,11311,192.168.3.6,48088,6,372,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5376.344086,372.0,0.0,372,372,0,0.0,0.0,0,0,372,372.0,0.0,372,372,0,0,64,0.0,5376.344086,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1689169560
192.168.3.4-192.168.3.6-11311-58498-6,192.168.3.4,11311,192.168.3.6,58498,6,2,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,64,0.0,1000000.0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,2,0,-1,501,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1688731980
